ppm,intensity
0.0,-0.13155779056191633
0.010001428775539363,0.013802319695433997
0.020002857551078727,-0.06619407291030063
0.030004286326618092,-0.03602621041588254
0.04000571510215745,-0.056128503825357536
0.050007143877696815,0.10561769096847173
0.060008572653236184,0.020263292838484902
0.07001000142877555,0.023343731486136766
0.0800114302043149,0.03142774821198622
0.09001285897985427,-0.005480473693547138
0.10001428775539363,-0.030049750897111937
0.11001571653093299,0.03559967211201294
0.12001714530647237,0.024337459019915027
0.13001857408201173,-0.04627397133234433
0.1400200028575511,0.01535556657982189
0.15002143163309045,0.019633355669979143
0.1600228604086298,-0.04526191013245353
0.17002428918416918,-0.08664923198552998
0.18002571795970854,0.01882429410306394
0.1900271467352479,0.04698758700532246
0.20002857551078726,0.08060287164660898
0.21003000428632662,-0.06567105258765205
0.22003143306186598,-0.04844090630036389
0.23003286183740534,-0.019079433526018746
0.24003429061294473,-0.021904503913412157
0.25003571938848407,-0.028549839238170126
0.26003714816402346,0.019509004987436514
0.2700385769395628,0.011037486101461012
0.2800400057151022,0.022259630751723786
0.2900414344906415,0.055455138075996654
0.3000428632661809,0.0031857170912847348
0.31004429204172024,-0.07104214546293111
0.3200457208172596,0.00197149745698519
0.330047149592799,0.07790066190733784
0.34004857836833835,0.007265401726719242
0.35005000714387774,-0.0029566378186871274
0.3600514359194171,-0.04676267253745954
0.37005286469495646,0.0038356536420025744
0.3800542934704958,-0.0216661179510681
0.3900557222460352,-0.0640254599538728
0.4000571510215745,-0.0319119548953228
0.4100585797971139,-0.035573366673436344
0.42006000857265324,-0.0196687767764553
0.43006143734819263,-0.07528242718462189
0.44006286612373197,0.010313067455056613
0.45006429489927136,-0.056228451322505535
0.4600657236748107,0.030989784615433953
0.4700671524503501,0.05192424764089379
0.48006858122588947,0.049618486007919245
0.4900700100014288,-0.05075778265427186
0.5000714387769681,0.02321427143285491
0.5100728675525076,-0.0065392953215169395
0.5200742963280469,-0.06405510483471216
0.5300757251035862,0.09184160913620458
0.5400771538791256,0.05961003019993777
0.550078582654665,0.02415806581844028
0.5600800114302044,0.027132399679131926
0.5700814402057437,0.0302792182458469
0.580082868981283,-0.038379831672144156
0.5900842977568225,-0.009458394418811142
0.6000857265323618,-0.007126247465415452
0.6100871553079011,-0.02198152142739568
0.6200885840834405,0.05385237208053459
0.6300900128589799,0.009707553028708533
0.6400914416345193,-0.05543953673961643
0.6500928704100586,0.103461405418199
0.660094299185598,-0.11354308680789721
0.6700957279611374,-0.046612986040655176
0.6800971567366767,0.01767340488787716
0.690098585512216,-0.04292047077288084
0.7001000142877555,-0.025425776524613256
0.7101014430632948,0.002734193119412054
0.7201028718388341,-0.043542746860569685
0.7301043006143735,-0.009869157414699495
0.7401057293899129,-0.04628943522246348
0.7501071581654523,-0.008462876912415464
0.7601085869409916,0.053158423664706564
0.7701100157165309,-0.06719354151243401
0.7801114444920704,0.03525947529268992
0.7901128732676097,-0.041542630871611884
0.800114302043149,0.011134292990396977
0.8101157308186885,-0.01776378266239738
0.8201171595942278,-0.03068691940907947
0.8301185883697672,0.005321423466513415
0.8401200171453065,0.0028141891770713744
0.8501214459208459,-0.0214451239585202
0.8601228746963853,-0.014229819435577294
0.8701243034719246,-0.03129079626573053
0.8801257322474639,-0.05271477586799192
0.8901271610230034,0.03677582127338475
